no_of_dependents,graduated,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_approved
3,True,False,2900000,11500000,16,843,2300000,2600000,10700000,4300000,True
1,True,False,2700000,6800000,20,713,500000,3300000,6100000,1900000,True
3,True,False,5000000,16200000,8,591,1900000,3400000,14000000,5000000,True
2,False,True,2700000,9400000,14,701,400000,3400000,9900000,1900000,True
4,False,True,2800000,10000000,12,655,4900000,3600000,8500000,3300000,True
3,False,True,7300000,20000000,18,720,15500000,9900000,23000000,9800000,True
0,True,True,5900000,15100000,10,794,6000000,4300000,14900000,5400000,True
0,True,False,8100000,21300000,2,392,14200000,6600000,31500000,11000000,False
3,True,True,1900000,7100000,6,583,400000,2800000,6500000,2000000,True
5,True,False,1800000,6800000,18,457,2200000,1100000,3800000,1400000,False
0,False,True,7600000,17800000,14,570,15200000,12100000,21500000,9900000,True
1,True,False,9100000,30100000,14,890,17800000,12400000,32500000,7500000,True
2,False,True,5300000,12300000,14,472,10000000,1600000,20400000,3300000,False
2,False,False,3700000,10900000,12,788,1700000,700000,12200000,2600000,True
0,False,False,9500000,35300000,6,605,10000000,12700000,31100000,7000000,True
3,True,False,8300000,30500000,10,473,13300000,9400000,23300000,11800000,False
5,True,False,6400000,21500000,16,728,300000,5200000,17400000,9600000,True
5,True,True,5300000,17800000,16,505,9200000,8500000,14600000,4100000,False
0,True,True,5600000,19300000,6,407,3400000,3600000,14200000,8400000,False
1,True,True,900000,1700000,18,464,1300000,0,1900000,700000,False
0,True,True,2400000,7200000,20,514,4100000,2100000,6700000,1800000,False
1,True,False,9500000,23000000,10,627,28500000,11500000,21700000,9100000,True
2,False,True,7400000,14900000,20,627,15900000,10100000,19000000,10300000,True
4,False,True,1500000,3200000,10,858,1500000,0,4700000,1700000,True
3,True,True,8800000,30200000,8,607,13600000,12700000,21500000,5900000,True
5,False,True,4900000,14300000,4,663,8500000,6100000,19600000,5500000,True
1,False,True,8100000,26900000,6,522,23000000,2100000,18700000,4200000,False
2,False,True,2300000,9100000,20,610,3700000,600000,7800000,3400000,True
5,False,True,3000000,6600000,16,462,5500000,3500000,9100000,3600000,False
2,False,True,3900000,9300000,8,591,10900000,2700000,9600000,3300000,True
4,True,True,1700000,6500000,20,636,1700000,900000,6200000,2300000,True
0,False,True,2100000,4900000,10,359,1000000,800000,6100000,1000000,False
4,True,True,9700000,25000000,4,542,9800000,12000000,29300000,13400000,False
5,False,True,3500000,11800000,4,642,2300000,2900000,11900000,3600000,True
5,False,True,1500000,5500000,4,414,800000,1400000,2900000,1200000,True
3,False,True,8800000,26200000,20,865,19300000,9800000,27700000,12500000,True
3,True,False,900000,3100000,10,369,1400000,100000,1700000,500000,False
0,True,True,3500000,10800000,14,838,4700000,6800000,13900000,1700000,True
5,False,False,5500000,21200000,4,582,12100000,8300000,17100000,3100000,True
5,False,True,9800000,23200000,10,416,11000000,17300000,21600000,8500000,False
5,True,False,2100000,5500000,20,705,5400000,1400000,4600000,1200000,True
0,True,False,1800000,5700000,18,306,500000,700000,5600000,1700000,False
5,True,True,5800000,13000000,8,851,6700000,8700000,17700000,4100000,True
5,True,False,6700000,17200000,18,613,9700000,6800000,24600000,7100000,True
3,True,False,4300000,16300000,10,366,6900000,6700000,12300000,5500000,False
1,True,False,1200000,2800000,12,431,900000,400000,2900000,900000,False
5,False,True,9700000,25900000,2,754,9000000,10000000,28500000,6700000,True
5,True,True,5400000,11200000,10,447,300000,7900000,21400000,6000000,False
1,False,True,5300000,14100000,14,510,13300000,10400000,18900000,7800000,False
1,True,False,7300000,24200000,20,324,12900000,3700000,18400000,9000000,False
5,True,False,9500000,19200000,2,523,13500000,1500000,21000000,6700000,False
0,False,True,7200000,15600000,2,362,2700000,2400000,20800000,5900000,False
3,True,True,9000000,32900000,6,657,9900000,600000,29200000,12000000,True
5,False,False,6500000,23300000,12,790,600000,9700000,15500000,9500000,True
1,True,True,9500000,30500000,18,500,1300000,3300000,20500000,5500000,False
2,False,True,9900000,33200000,4,465,26300000,17000000,24400000,5000000,True
4,False,False,2900000,8700000,6,409,3700000,5500000,8200000,2200000,False
4,True,True,700000,1800000,20,626,500000,600000,1400000,300000,True
5,False,False,4200000,13400000,16,545,9800000,8200000,12500000,3500000,False
3,False,False,4200000,11400000,10,654,8800000,400000,16200000,5700000,True
0,False,False,7600000,26500000,6,515,6200000,14900000,22000000,4000000,False
2,True,True,7100000,18800000,12,838,1100000,5200000,16600000,4900000,True
1,False,True,4700000,16000000,14,406,4000000,5300000,14300000,3300000,False
0,True,True,9800000,23200000,10,573,23900000,3300000,23600000,14600000,True
0,True,True,9800000,38700000,2,611,6600000,10400000,33000000,6000000,True
0,False,False,5100000,13400000,16,649,6800000,1600000,15700000,3900000,True
0,False,True,3300000,7700000,12,775,8200000,2100000,7400000,4200000,True
3,True,False,4500000,12500000,12,469,4100000,7600000,14200000,3400000,False
0,True,True,3900000,12800000,18,587,4500000,5300000,12600000,5000000,True
3,True,True,3200000,9900000,10,316,9100000,5500000,8800000,3600000,False
2,True,False,3200000,10400000,10,556,8200000,5600000,11500000,4500000,True
2,False,False,9600000,31200000,12,578,9900000,2200000,26500000,13500000,True
2,False,True,8700000,18900000,2,554,3900000,1900000,18000000,11500000,True
2,False,True,1900000,6800000,6,892,2600000,2200000,6400000,900000,True
2,False,True,2900000,10200000,10,315,8100000,400000,6500000,1600000,False
0,False,False,6200000,12900000,10,695,1900000,3700000,22200000,4200000,True
0,False,False,5900000,20300000,4,806,300000,3700000,16400000,4800000,True
4,False,True,3200000,12800000,8,638,4300000,2600000,8000000,3800000,True
1,False,True,1300000,5000000,4,610,3400000,800000,4500000,900000,True
2,False,True,1300000,3200000,4,810,3800000,2100000,4300000,800000,True
1,True,False,8700000,33200000,4,866,19600000,15900000,23700000,10500000,True
3,False,False,6300000,23800000,10,760,12700000,1300000,18400000,8800000,True
3,True,False,4300000,11200000,6,556,11000000,4300000,14500000,5100000,True
3,False,True,6400000,23500000,12,684,17200000,10300000,25300000,7400000,True
5,False,True,7700000,25800000,18,578,5000000,7700000,27200000,10600000,True
2,False,False,6900000,23900000,12,814,13000000,1900000,26600000,6000000,True
0,False,False,4200000,14800000,20,510,9200000,5700000,11900000,2600000,False
4,False,False,3900000,9000000,2,674,8700000,5700000,14000000,3100000,True
0,True,True,2000000,4900000,14,570,3800000,300000,6600000,1300000,True
1,False,False,500000,1700000,2,680,700000,800000,1400000,700000,True
0,True,False,3500000,8800000,12,803,5400000,300000,8400000,3400000,True
2,False,True,3100000,10700000,16,357,9200000,1900000,7700000,3800000,False
3,False,True,4900000,19000000,4,575,14100000,9100000,16500000,4600000,True
1,False,False,1000000,3600000,4,546,2500000,0,2600000,500000,True
2,True,False,6700000,21400000,8,370,3200000,11800000,20100000,8600000,False
1,True,False,4100000,9400000,6,713,0,1000000,11100000,3100000,True
4,False,True,1600000,3800000,2,896,1200000,400000,4800000,2000000,True
3,True,True,2400000,9200000,14,626,300000,3600000,8500000,2000000,True
0,True,False,2200000,6400000,4,854,900000,1600000,6500000,1300000,True
4,True,False,3200000,8400000,18,802,400000,0,9100000,4700000,True
4,False,True,1600000,4400000,20,382,1700000,300000,5200000,1900000,False
2,False,False,3900000,14900000,6,415,2200000,4300000,9500000,4600000,False
5,True,True,2000000,6300000,4,366,5300000,2200000,5400000,2800000,True
1,True,True,7600000,25400000,10,595,7900000,400000,24900000,11000000,True
1,False,False,9800000,21300000,2,356,23000000,12300000,25700000,14600000,False
5,False,False,7900000,29900000,6,568,5800000,13900000,15900000,8700000,True
1,True,False,1600000,4000000,10,615,2200000,2700000,5500000,1400000,True
1,True,True,6400000,13900000,12,313,18600000,6300000,18600000,4900000,False
1,True,True,6400000,17900000,6,575,6600000,7600000,23100000,5300000,True
4,True,False,1600000,5500000,10,577,400000,1200000,4100000,1400000,True
0,True,False,9200000,30700000,10,455,24900000,2000000,32900000,5200000,False
1,False,False,7800000,24900000,6,500,15300000,10000000,16500000,4500000,False
1,False,True,4000000,9400000,8,509,1000000,4100000,10800000,5500000,False
2,False,True,6100000,19400000,8,379,5300000,10800000,14300000,4100000,False
5,True,False,7100000,14500000,14,664,5300000,12900000,15700000,9200000,True
0,False,True,2500000,9900000,6,623,6000000,1800000,6200000,1800000,True
5,True,False,3200000,8700000,16,558,2600000,2500000,9100000,1800000,True
4,True,False,1700000,4300000,18,580,1500000,2400000,6600000,1700000,True
4,True,False,6300000,17600000,6,612,16000000,3300000,23500000,3200000,True
4,True,True,700000,2400000,14,705,0,100000,2000000,700000,True
4,True,True,1100000,2700000,18,301,2800000,1600000,3300000,1500000,False
1,False,True,8900000,32000000,16,711,4300000,1200000,22100000,5200000,True
3,True,False,300000,700000,20,735,900000,200000,900000,400000,True
1,False,False,2200000,5200000,14,682,2600000,600000,6100000,1800000,True
3,False,False,3400000,13500000,10,348,7900000,3700000,8200000,4700000,False
0,True,True,7900000,23500000,20,750,16800000,15300000,21200000,4000000,True
3,False,True,5800000,18200000,16,835,1000000,6100000,14600000,7900000,True
0,True,True,9400000,20000000,6,389,16000000,7100000,19400000,10200000,False
2,True,False,4800000,18900000,4,866,10200000,6000000,13900000,5900000,True
3,False,False,7600000,26600000,4,689,5300000,600000,24300000,8600000,True
0,False,False,5900000,17600000,16,645,13000000,3100000,23400000,8600000,True
1,True,True,4300000,10100000,2,797,4400000,4500000,16300000,4700000,True
5,True,False,6100000,17800000,6,849,2900000,10900000,16100000,7800000,True
5,True,False,5400000,19700000,20,423,6500000,10000000,15700000,7300000,False
1,False,True,5200000,11200000,2,370,9900000,10200000,16700000,6400000,False
5,False,False,8500000,31300000,12,378,21400000,13100000,30400000,8800000,False
4,False,False,900000,1900000,20,417,1000000,800000,2800000,900000,False
1,False,False,1400000,4100000,20,530,1200000,1100000,3000000,1900000,False
1,False,True,2400000,9300000,20,543,700000,800000,5000000,3400000,False
4,True,False,6300000,15000000,18,750,800000,6500000,15400000,7700000,True
1,True,False,3100000,7600000,20,346,700000,4600000,8100000,4400000,False
4,True,True,6900000,19000000,14,330,9300000,7100000,18800000,8400000,False
2,False,True,3000000,7400000,10,712,5100000,1000000,11600000,3800000,True
0,False,False,3100000,10100000,14,376,6400000,2600000,11600000,4300000,False
4,False,False,600000,1200000,14,338,500000,500000,2300000,500000,False
4,False,True,4700000,13700000,14,600,12100000,8400000,17700000,5000000,True
1,True,False,2500000,6900000,20,495,4800000,3300000,5700000,3700000,False
0,True,False,9700000,30400000,4,300,17100000,16600000,38100000,9200000,True
4,False,True,7600000,20000000,18,691,5000000,8700000,23400000,11200000,True
1,True,False,8400000,24700000,8,519,12900000,16700000,17300000,6000000,False
3,True,True,3800000,15100000,20,540,9400000,1000000,9300000,3600000,False
3,False,True,3100000,11400000,16,562,3600000,3600000,7200000,3100000,True
2,False,False,5700000,21300000,10,323,1600000,11200000,16200000,5100000,False
1,True,True,5500000,19700000,10,312,12800000,4800000,19500000,3300000,False
1,False,True,200000,600000,2,511,500000,100000,800000,200000,True
3,False,True,3700000,13800000,10,621,4000000,800000,11900000,5300000,True
2,False,True,1600000,4300000,20,512,3200000,2500000,6300000,900000,False
4,True,False,3900000,11000000,2,786,7900000,1600000,10700000,2100000,True
3,False,True,700000,1600000,18,303,600000,500000,2000000,600000,False
3,True,True,5800000,16700000,18,633,8100000,8400000,14700000,3700000,True
4,True,True,3800000,14000000,6,711,9500000,7300000,14500000,3100000,True
2,True,False,6400000,16900000,16,472,11100000,6000000,16300000,4500000,False
1,True,True,5500000,12100000,4,350,6300000,9200000,17200000,6900000,False
1,False,True,6800000,13700000,10,879,500000,2600000,22000000,6800000,True
4,False,False,6700000,13400000,10,436,3600000,1200000,23200000,7500000,False
1,True,True,5300000,11500000,14,848,1300000,3600000,14700000,5700000,True
2,True,False,6600000,23200000,16,555,9900000,6500000,23300000,3300000,True
2,True,False,6600000,13100000,20,885,10900000,4300000,20600000,6200000,True
0,False,False,7600000,25200000,6,888,12700000,10900000,24500000,7500000,True
4,False,True,2500000,6100000,20,478,5900000,800000,9500000,3200000,False
4,False,False,1100000,2500000,4,603,1900000,1400000,3900000,500000,True
1,False,False,2300000,8200000,8,784,2000000,0,7600000,1100000,True
1,True,True,3300000,11700000,4,682,3500000,5500000,12300000,1600000,True
4,True,True,2600000,5900000,6,471,3500000,1900000,7300000,3400000,False
4,False,True,9300000,36700000,20,808,16500000,14700000,26500000,7100000,True
4,False,False,5300000,18500000,8,470,2900000,9300000,14900000,4900000,False
2,False,False,5400000,13800000,20,574,900000,9200000,10900000,3700000,True
4,False,True,3500000,12000000,8,314,7700000,100000,12600000,2700000,False
2,True,False,4200000,10200000,14,407,5900000,4500000,12000000,2500000,False
0,False,True,9200000,34900000,4,702,16900000,16000000,24100000,9800000,True
2,True,False,4300000,9800000,2,499,4400000,4500000,12600000,5100000,False
1,True,True,7500000,19900000,10,669,1800000,8800000,18100000,7300000,True
5,False,True,5400000,18800000,20,326,9700000,10100000,14800000,3200000,False
3,False,False,5500000,16200000,18,778,4700000,10700000,15300000,6100000,True
2,False,True,2100000,4500000,2,787,4800000,2800000,6000000,2100000,True
0,True,False,3700000,12300000,16,831,8000000,2200000,11200000,2400000,True
0,True,False,8800000,32900000,18,576,1300000,8700000,32600000,5600000,True
5,False,False,5800000,22800000,12,600,16000000,1100000,20700000,5700000,True
4,True,False,7900000,30600000,2,569,7600000,3400000,20100000,7400000,True
1,False,True,3100000,6300000,20,867,1900000,6100000,6600000,4000000,True
0,False,False,4100000,14500000,12,441,9900000,300000,15700000,3900000,False
2,False,True,9800000,32700000,2,304,4700000,19000000,24500000,8600000,True
5,False,False,3300000,8400000,18,520,500000,6300000,11000000,4000000,False
0,True,False,2000000,6200000,14,613,100000,1800000,5400000,1300000,True
2,False,True,600000,1100000,8,885,700000,0,1200000,300000,True
4,False,True,3600000,9500000,2,841,4900000,4400000,13500000,2100000,True
2,False,False,7500000,29100000,20,815,12400000,9500000,25300000,9100000,True
5,True,True,200000,400000,18,822,200000,300000,600000,300000,True
4,False,False,9900000,29100000,18,772,24100000,19400000,26800000,11700000,True
5,True,True,6100000,22500000,6,776,17600000,9900000,13800000,4800000,True
4,False,True,3500000,10300000,10,337,9000000,5600000,10500000,4500000,False
0,False,True,7800000,19000000,12,333,15400000,14900000,30600000,9600000,False
3,False,True,8700000,29300000,4,312,9000000,2800000,30000000,4900000,True
2,True,True,5500000,12400000,14,842,-100000,6800000,15800000,5800000,True
3,True,True,1800000,5100000,8,790,100000,0,3700000,2000000,True
2,True,False,8000000,31900000,16,806,19900000,1800000,23200000,5400000,True
5,False,True,7500000,17000000,8,300,7800000,8300000,18900000,6700000,False
5,True,True,3700000,12000000,12,605,4900000,1800000,13200000,3100000,True
2,True,True,1600000,4700000,12,582,1500000,1300000,5200000,1000000,True
5,True,False,1300000,2700000,6,607,800000,1500000,4700000,1600000,True
5,True,True,2400000,8200000,10,709,2100000,3700000,8800000,2800000,True
4,True,True,4100000,11600000,14,854,500000,6900000,12700000,5700000,True
2,False,True,7300000,15200000,20,776,14700000,9600000,26400000,4100000,True
1,True,True,8000000,24600000,12,649,10800000,1600000,21800000,9200000,True
3,False,False,7900000,28000000,4,394,22800000,13200000,18200000,3900000,True
4,False,False,7200000,18900000,16,371,6600000,14100000,18900000,4900000,False
3,False,False,6200000,13200000,14,707,17200000,8900000,23100000,4200000,True
2,False,True,5700000,18100000,20,491,6800000,100000,17700000,3900000,False
0,True,True,5800000,14100000,16,570,8200000,4200000,16400000,3700000,True
1,False,False,900000,3500000,18,395,2500000,800000,3000000,1300000,False
0,False,True,2200000,7500000,10,497,2300000,2100000,5700000,1800000,False
3,False,True,1800000,5300000,14,440,2000000,100000,3700000,1000000,False
0,False,True,800000,2400000,16,825,700000,0,3100000,1100000,True
2,True,True,7600000,18100000,14,320,14700000,2600000,28100000,8500000,False
2,True,True,4100000,13500000,4,846,8900000,7800000,11400000,2400000,True
3,True,True,4600000,10900000,12,856,13500000,5100000,9400000,3300000,True
3,True,False,2300000,6800000,10,418,2800000,2700000,6300000,1400000,False
0,False,True,8000000,21100000,6,306,16100000,11800000,28200000,8700000,False
2,False,True,3800000,14500000,16,567,2400000,2600000,10500000,3000000,True
2,False,True,9500000,36800000,6,493,24100000,13800000,32100000,6200000,False
2,True,False,9300000,21200000,2,509,2800000,2600000,35800000,6600000,False
4,True,False,4700000,17000000,4,364,2900000,4600000,18800000,6200000,True
5,False,False,6000000,24000000,20,639,300000,7300000,15100000,6600000,True
2,True,True,5500000,21700000,2,309,11800000,1000000,21600000,7600000,True
0,False,True,4600000,14800000,6,433,12100000,4600000,11100000,6700000,False
5,False,False,9900000,33600000,20,580,7000000,10800000,37400000,14700000,True
1,True,True,6200000,16200000,4,888,-100000,12000000,24300000,4000000,True
4,False,True,400000,1100000,6,644,1000000,300000,1600000,400000,True
1,False,True,7800000,22200000,10,763,11200000,1400000,27000000,4900000,True
0,True,True,2900000,10800000,20,694,6400000,200000,10600000,2100000,True
3,False,False,500000,1200000,6,757,1300000,100000,1200000,600000,True
0,False,False,2500000,6900000,12,471,7100000,4000000,5200000,1500000,False
5,False,False,9000000,35200000,2,437,18400000,17800000,18300000,10400000,True
4,False,True,5200000,11400000,10,406,14700000,2000000,13000000,4400000,False
5,False,False,6000000,19700000,20,376,14700000,10700000,17100000,5500000,False
1,True,False,5100000,13800000,14,350,6200000,2200000,12600000,3600000,False
5,False,True,8000000,22500000,20,784,7600000,7300000,26000000,10800000,True
4,True,True,9200000,25400000,14,765,21200000,6600000,25100000,5600000,True
4,False,False,9800000,32200000,18,593,9500000,400000,34000000,14300000,True
3,True,True,7600000,30000000,10,344,19000000,13700000,27600000,11100000,False
1,True,False,5100000,11800000,12,314,14700000,7600000,12400000,4900000,False
4,True,True,1500000,3300000,16,382,200000,2400000,3200000,1100000,False
2,False,True,6200000,16500000,4,510,14100000,4700000,18200000,6300000,False
2,True,True,6300000,24600000,8,464,7700000,2200000,13000000,6900000,False
1,True,True,5500000,14900000,2,403,7400000,8900000,19700000,4100000,False
3,False,False,8100000,30400000,12,606,900000,1100000,31900000,11600000,True
1,True,False,6300000,22000000,20,646,9500000,7900000,13500000,5500000,True
1,True,False,1100000,3600000,20,495,1600000,1100000,3100000,500000,False
3,False,True,7200000,21600000,2,626,10600000,1600000,26900000,3700000,True
1,False,True,3000000,6000000,16,518,3800000,1700000,11600000,3900000,False
5,True,False,2700000,7600000,8,746,900000,2200000,7200000,3400000,True
0,False,False,5000000,16300000,12,737,2600000,3400000,11800000,4400000,True
0,False,False,8400000,22300000,14,371,8300000,3700000,22300000,9100000,False
1,True,False,7700000,27300000,8,509,10100000,2200000,20200000,10800000,False
1,True,False,4700000,14000000,2,411,4600000,5100000,10600000,3700000,False
2,False,False,4300000,11800000,20,701,11600000,4600000,14200000,3300000,True
5,False,False,2500000,8800000,10,769,3700000,1600000,8200000,2700000,True
5,False,True,4400000,12500000,6,740,8200000,2300000,9900000,5400000,True
5,False,False,5700000,11600000,4,892,10200000,6100000,19800000,7400000,True
2,False,False,5300000,13100000,14,417,4900000,6200000,18200000,6800000,False
5,True,False,4600000,14400000,6,785,6500000,6300000,14700000,6200000,True
3,False,False,400000,1100000,16,504,200000,400000,800000,400000,False
0,False,False,2100000,5900000,14,402,4400000,0,4800000,1000000,False
2,True,True,1200000,3500000,16,540,3100000,1800000,3500000,800000,False
2,True,True,8000000,28400000,10,607,11400000,3800000,29000000,11600000,True
1,True,True,5000000,19400000,10,410,11600000,6200000,11700000,4500000,False
0,False,False,8500000,17200000,12,624,6500000,8400000,18600000,5100000,True
4,True,False,4600000,16600000,16,805,4800000,8000000,11500000,2800000,True
2,True,False,4600000,16100000,18,709,7100000,9000000,13800000,5400000,True
2,False,True,8500000,30900000,14,511,23300000,4400000,21900000,5500000,False
1,True,True,7800000,25100000,18,766,6900000,7200000,16600000,10200000,True
3,False,True,1400000,3800000,16,451,3100000,1300000,4300000,1300000,False
1,False,True,3700000,10200000,4,447,300000,2000000,14500000,3200000,False
3,False,True,1000000,2500000,18,763,400000,1100000,2100000,1400000,True
5,False,False,900000,3100000,20,834,1000000,900000,2100000,1300000,True
2,True,False,5600000,19500000,8,429,6100000,2200000,21100000,7200000,False
4,False,False,3200000,10600000,16,693,7800000,4900000,10400000,1800000,True
1,True,False,2900000,11100000,20,478,4200000,2900000,8500000,3000000,False
2,True,True,300000,800000,10,752,600000,300000,1000000,400000,True
0,True,True,2400000,5900000,14,319,2000000,4200000,9500000,3300000,False
3,True,False,5000000,17600000,8,303,6300000,9600000,12800000,6900000,False
3,False,True,5000000,16700000,20,420,1100000,5000000,18700000,6900000,False
2,False,True,200000,600000,8,552,400000,200000,700000,200000,True
3,False,True,6000000,16000000,12,606,2600000,11600000,19300000,7800000,True
2,False,False,5600000,13700000,2,558,7500000,9300000,12100000,6700000,True
1,False,False,4500000,12400000,6,504,12000000,3200000,13100000,2200000,False
5,False,True,200000,300000,8,412,-100000,100000,500000,100000,False
4,False,True,6200000,18300000,4,900,16900000,3400000,15300000,6400000,True
4,False,True,9800000,23800000,8,634,12800000,9300000,37600000,6100000,True
5,True,True,3900000,9000000,8,340,4900000,6800000,9000000,5200000,False
3,False,True,8300000,20900000,4,615,4400000,200000,19000000,9600000,True
2,True,True,4900000,12200000,18,353,7000000,200000,14400000,3600000,False
4,True,True,6900000,16300000,8,606,5800000,900000,23700000,3600000,True
2,False,False,4500000,14500000,18,498,7900000,200000,13500000,4800000,False
4,False,False,7500000,21900000,2,585,6800000,12200000,27500000,8100000,True
1,False,True,2300000,6400000,8,578,3600000,1800000,7000000,3000000,True
1,True,False,7400000,15500000,2,693,3000000,12800000,21800000,9300000,True
4,True,False,4800000,14300000,6,795,5900000,0,11100000,2600000,True
1,True,False,2600000,9900000,6,594,2900000,4300000,6700000,2500000,True
3,False,True,2700000,10600000,8,840,500000,3000000,9000000,1900000,True
3,False,False,3700000,10900000,16,301,7800000,2300000,9600000,3400000,False
4,True,True,2600000,9400000,18,481,2700000,4400000,8600000,2400000,False
5,False,True,8800000,23100000,16,531,20800000,2600000,22100000,8000000,False
2,False,False,7500000,15400000,8,332,8300000,3100000,23700000,5400000,False
0,True,False,4700000,18500000,4,516,1000000,8400000,10400000,6100000,True
2,False,False,7100000,26600000,6,727,16500000,9800000,21100000,7900000,True
3,False,True,5500000,19300000,10,344,14400000,1300000,12400000,6600000,False
2,True,False,9500000,31500000,12,650,17600000,16600000,22200000,11400000,True
3,True,True,4200000,15400000,8,362,9900000,5300000,15500000,5600000,False
5,True,True,6900000,18600000,18,307,3500000,4800000,25300000,4200000,False
5,True,False,9900000,24600000,2,530,24200000,12800000,20400000,13000000,False
5,True,False,6700000,17700000,6,482,3200000,10400000,18500000,5700000,False
0,False,True,9300000,22200000,14,701,600000,10100000,35900000,5700000,True
2,True,False,5600000,17200000,16,586,13700000,2100000,14300000,4300000,True
0,True,True,8100000,17600000,16,384,15200000,13300000,31700000,10200000,False
4,False,False,6000000,18000000,18,882,6700000,2500000,12200000,7500000,True
5,False,True,4200000,11200000,2,758,5300000,6500000,9600000,3800000,True
5,True,False,1600000,4000000,18,529,300000,1200000,5300000,2000000,False
3,True,True,800000,1500000,2,589,1500000,1100000,1800000,400000,True
1,True,False,500000,1300000,6,670,1000000,500000,1400000,700000,True
5,False,True,4300000,14100000,12,532,12600000,5700000,12000000,4600000,False
0,False,False,4000000,12500000,18,868,11000000,800000,14400000,2300000,True
2,False,False,2900000,7300000,2,776,8300000,3000000,8500000,3400000,True
5,True,True,2300000,9100000,16,644,4000000,2600000,6600000,3100000,True
0,True,True,1800000,6000000,12,658,2900000,2300000,4500000,2400000,True
1,True,True,8700000,33900000,10,766,16300000,700000,19500000,9000000,True
3,False,False,7800000,21100000,12,717,1200000,10700000,19900000,6200000,True
2,True,False,3200000,6300000,10,339,300000,4900000,7300000,2700000,False
0,False,False,1600000,4500000,18,463,100000,2000000,4100000,1800000,False
4,False,False,2400000,7300000,4,540,2500000,300000,7800000,2200000,True
1,True,False,1800000,5900000,16,804,800000,2500000,5000000,1000000,True
1,True,False,7500000,16000000,10,541,16300000,4500000,22400000,5100000,False
4,False,True,6700000,18400000,10,371,1900000,1400000,15700000,4400000,False
5,True,False,5800000,13700000,6,369,10500000,2700000,12100000,3000000,False
0,False,False,500000,1800000,2,651,700000,0,1700000,200000,True
0,True,True,9400000,30700000,10,477,17400000,900000,27500000,6200000,False
4,False,False,1600000,6200000,18,554,3200000,800000,5500000,1100000,True
0,True,True,9300000,25000000,14,362,14900000,16100000,32300000,11000000,False
5,True,False,3700000,14000000,2,469,3800000,600000,8000000,2800000,True
3,False,False,900000,1900000,12,547,2400000,400000,3000000,400000,False
4,False,False,500000,1300000,6,809,200000,300000,900000,500000,True
1,True,True,7800000,16200000,2,335,4900000,7900000,28700000,6400000,False
5,False,True,5300000,13700000,18,708,7600000,900000,19200000,5900000,True
0,True,False,300000,700000,16,779,200000,0,1000000,400000,True
0,True,True,5000000,19900000,6,748,8300000,8500000,11300000,3000000,True
0,True,False,7900000,28600000,18,541,400000,3900000,22300000,6700000,False
4,True,False,5300000,15800000,2,527,3800000,5200000,19700000,3900000,False
0,False,True,5500000,15300000,4,859,4600000,9500000,21400000,2900000,True
0,True,False,1500000,5600000,18,604,2000000,2400000,4400000,1800000,True
5,True,False,6600000,20100000,18,348,6900000,2500000,22500000,7200000,False
4,True,True,6200000,16200000,20,734,8800000,4000000,14600000,4400000,True
3,True,False,6300000,17000000,16,388,11700000,2100000,16100000,3200000,False
0,True,True,3800000,8100000,20,831,6500000,1700000,7700000,2000000,True
5,False,False,500000,1500000,6,433,-100000,700000,1900000,700000,False
2,True,True,5000000,15900000,16,699,8800000,5900000,18100000,7200000,True
0,False,False,4500000,17100000,8,303,7400000,8200000,17400000,4200000,False
4,False,False,1000000,3800000,2,611,1700000,1800000,2500000,600000,True
2,True,False,1700000,3700000,20,558,4100000,1400000,5000000,2500000,True
4,True,True,1200000,4800000,2,752,2800000,900000,3000000,600000,True
5,False,True,8500000,25800000,14,786,13900000,11000000,32400000,11300000,True
0,True,False,8600000,29000000,18,481,21200000,2600000,27700000,5400000,False
2,True,False,400000,1300000,16,507,200000,200000,1500000,300000,False
4,True,False,8700000,19800000,14,715,13500000,13400000,32000000,8500000,True
0,False,False,1800000,5700000,20,392,3800000,2400000,3500000,1400000,False
0,True,True,4700000,17700000,16,887,1300000,4900000,13200000,6700000,True
0,False,False,7300000,21600000,2,479,17900000,12300000,15900000,7500000,False
2,True,False,8400000,32100000,20,328,16300000,4600000,19500000,8000000,False
2,True,True,4800000,12900000,8,740,9300000,900000,11000000,3700000,True
2,True,False,9200000,34200000,2,456,12200000,11300000,25800000,5700000,True
1,False,False,6200000,21100000,10,467,15600000,10500000,23500000,5300000,False
0,True,True,200000,700000,10,587,-100000,100000,500000,100000,False
0,False,True,2500000,6700000,16,569,4500000,3400000,6200000,1300000,True
3,False,True,8000000,24400000,14,399,19100000,5400000,20600000,11600000,False
1,False,False,4600000,15200000,4,593,13800000,3800000,11700000,3900000,True
3,False,True,4900000,12700000,8,409,2000000,2500000,19300000,4700000,False
4,False,False,9500000,21300000,18,353,22900000,2300000,21400000,11100000,False
5,True,True,4500000,11600000,20,306,4800000,1900000,11900000,5700000,False
2,True,True,5900000,14200000,12,499,9200000,11600000,20200000,4400000,False
4,True,False,4200000,14600000,6,324,6300000,5900000,11700000,3000000,False
2,False,True,3300000,11300000,6,647,5100000,6000000,12800000,4400000,True
2,True,True,4900000,12600000,2,767,1100000,7400000,13000000,3800000,True
4,False,False,5300000,10700000,12,821,15400000,10200000,17600000,2600000,True
4,False,False,7200000,17700000,6,338,9900000,9300000,27800000,7200000,False
